"","prim_state","area_name","tot_emp","emp_prse","jobs_1000","loc_quotient","mor","high_emp","low_emp"
"58","WA","Olympia, WA",140,17.6,"1.446","1.4",22.0581363653482,170.881390911488,109.118609088512
"59","MI","Ann Arbor, MI",290,9,"1.437","1.4",18.948965772378,344.952000739896,235.047999260104
"60","IN","Bloomington, IN",100,3.6,"1.429","1.39",23.6622187429873,123.662218742987,76.3377812570127
"61","LA","Alexandria, LA",90,18.9,"1.421","1.38",24.1881044963757,111.769294046738,68.2307059532618
"62","IL","Peoria, IL",260,29,"1.413","1.37",19.3856202775016,310.402612721504,209.597387278496
"63","MD","Cumberland, MD-WV",50,18.4,"1.411","1.37",27.3438247019948,63.6719123509974,36.3280876490026
"64","DC","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",3340,2.4,"1.409","1.37",11.3803784186137,3720.1046391817,2959.8953608183
"65","NY","Rochester, NY",700,4.4,"1.407","1.37",15.7667767422113,810.367437195479,589.632562804521
"66","SC","Columbia, SC",480,2.5,"1.397","1.36",17.0580079663181,561.878438238327,398.121561761673
"67","NJ","Edison-New Brunswick, NJ Metropolitan Division",1370,18.2,"1.391","1.35",13.7057182269418,1557.7683397091,1182.2316602909
"68","CT","Waterbury, CT",90,10.8,"1.39","1.35",24.1881044963757,111.769294046738,68.2307059532618
"69","IN","South Bend-Mishawaka, IN-MI",170,5.4,"1.385","1.34",21.1824883649268,206.010230220376,133.989769779624
"70","NH","Rochester-Dover, NH-ME",70,16.6,"1.377","1.34",25.4901630560547,87.8431141392383,52.1568858607617
"71","CO","Greeley, CO",120,5.3,"1.376","1.34",22.7790656147943,147.334878737753,92.6651212622468
"72","MS","Pascagoula, MS",70,18.4,"1.375","1.34",25.4901630560547,87.8431141392383,52.1568858607617
"73","NY","Utica-Rome, NY",170,13.5,"1.372","1.33",21.1824883649268,206.010230220376,133.989769779624
"74","FL","Palm Bay-Melbourne-Titusville, FL",260,6,"1.363","1.32",19.3856202775016,310.402612721504,209.597387278496
"75","MO","Jefferson City, MO",100,13.6,"1.36","1.32",23.6622187429873,123.662218742987,76.3377812570127
"76","IL","Lake County-Kenosha County, IL-WI Metropolitan Division",510,20.5,"1.35","1.31",16.8436153248156,595.90243815656,424.09756184344
"77","ND","Bismarck, ND",90,13.6,"1.34","1.3",24.1881044963757,111.769294046738,68.2307059532618
"78","MA","Leominster-Fitchburg-Gardner, MA",60,31.7,"1.332","1.29",26.3232617283944,75.7939570370366,44.2060429629634
"79","OR","Corvallis, OR",40,6.8,"1.327","1.29",28.6468957551171,51.4587583020468,28.5412416979532
"80","OH","Canton-Massillon, OH",220,8.7,"1.325","1.29",20.073168268061,264.160970189734,175.839029810266
"81","WI","Fond du Lac, WI",60,12.2,"1.324","1.29",26.3232617283944,75.7939570370366,44.2060429629634
"82","FL","Deltona-Daytona Beach-Ormond Beach, FL",200,12.2,"1.319","1.28",20.4763087074696,240.952617414939,159.047382585061
"83","ME","Bangor, ME",80,10.4,"1.319","1.28",24.7898427177849,99.831874174228,60.1681258257721
"84","RI","Providence-Fall River-Warwick, RI-MA",710,5,"1.315","1.28",15.7201865229989,821.613324313292,598.386675686708
"85","LA","Monroe, LA",100,4,"1.308","1.27",23.6622187429873,123.662218742987,76.3377812570127
"86","GA","Rome, GA",50,25,"1.304","1.27",27.3438247019948,63.6719123509974,36.3280876490026
"87","CT","Bridgeport-Stamford-Norwalk, CT",540,5.6,"1.295","1.26",16.643949051492,629.877324878057,450.122675121943
"88","NJ","Trenton-Ewing, NJ",280,15.6,"1.29","1.25",19.0882019405806,333.446965433626,226.553034566374
"89","CT","Danbury, CT",90,20.4,"1.284","1.25",24.1881044963757,111.769294046738,68.2307059532618
"90","PA","State College, PA",80,10.6,"1.283","1.25",24.7898427177849,99.831874174228,60.1681258257721
"91","WV","Morgantown, WV",80,7.2,"1.278","1.24",24.7898427177849,99.831874174228,60.1681258257721
"92","PA","Pittsburgh, PA",1440,9.4,"1.275","1.24",13.563964697747,1635.32109164756,1244.67890835244
"93","VA","Virginia Beach-Norfolk-Newport News, VA-NC",920,8.9,"1.272","1.24",14.8929490535928,1057.01513129305,782.984868706946
"94","ME","Portland-South Portland-Biddeford, ME",250,6.6,"1.272","1.24",19.5448959156758,298.862239789189,201.137760210811
"95","IL","Kankakee-Bradley, IL",50,37.5,"1.271","1.23",27.3438247019948,63.6719123509974,36.3280876490026
"96","TN","Morristown, TN",60,9.6,"1.269","1.23",26.3232617283944,75.7939570370366,44.2060429629634
"97","SC","Anderson, SC",80,12,"1.268","1.23",24.7898427177849,99.831874174228,60.1681258257721
"98","MA","Barnstable Town, MA",120,9,"1.267","1.23",22.7790656147943,147.334878737753,92.6651212622468
"99","SC","Greenville-Mauldin-Easley, SC",380,8.6,"1.266","1.23",17.9099919066839,448.057969245399,311.942030754601
"100","NH","Nashua, NH-MA NECTA Division",170,5.8,"1.266","1.23",21.1824883649268,206.010230220376,133.989769779624
"101","VA","Richmond, VA",770,3.6,"1.265","1.23",15.4563582290546,889.01395836372,650.98604163628
"102","NC","Raleigh-Cary, NC",670,9.6,"1.258","1.22",15.9115222432957,776.607199030081,563.392800969919
"103","TN","Cleveland, TN",50,8.1,"1.243","1.21",27.3438247019948,63.6719123509974,36.3280876490026
"104","OH","Cleveland-Elyria-Mentor, OH",1250,13.5,"1.241","1.21",13.9703556659626,1424.62944582453,1075.37055417547
"105","MO","Springfield, MO",230,18.8,"1.241","1.21",19.8878711019153,275.742103534405,184.257896465595
"106","VA","Harrisonburg, VA",70,0,"1.241","1.21",25.4901630560547,87.8431141392383,52.1568858607617
"107","TX","El Paso, TX",350,6.1,"1.234","1.2",18.2199304315994,413.769756510598,286.230243489402
"108","NC","Greenville, NC",90,8.4,"1.229","1.19",24.1881044963757,111.769294046738,68.2307059532618
"109","TX","Brownsville-Harlingen, TX",160,2.8,"1.223","1.19",21.452108012881,194.32337282061,125.67662717939
"110","ID","Pocatello, ID",40,8,"1.221","1.19",28.6468957551171,51.4587583020468,28.5412416979532
"111","MD","Baltimore-Towson, MD",1560,3.9,"1.218","1.18",13.3393369570837,1768.09365653051,1351.90634346949
"112","WV","Parkersburg-Marietta-Vienna, WV-OH",80,13.1,"1.215","1.18",24.7898427177849,99.831874174228,60.1681258257721
"113","TN","Clarksville, TN-KY",100,7.7,"1.212","1.18",23.6622187429873,123.662218742987,76.3377812570127
"114","TX","Killeen-Temple-Fort Hood, TX",160,11.6,"1.211","1.18",21.452108012881,194.32337282061,125.67662717939
"115","GA","Albany, GA",70,13.9,"1.202","1.17",25.4901630560547,87.8431141392383,52.1568858607617
"116","IL","Decatur, IL",60,15.2,"1.198","1.16",26.3232617283944,75.7939570370366,44.2060429629634
"117","KY","Lexington-Fayette, KY",300,5.1,"1.192","1.16",18.8154150434203,356.446245130261,243.553754869739
"118","OH","Toledo, OH",350,11.6,"1.19","1.16",18.2199304315994,413.769756510598,286.230243489402
"119","UT","Logan, UT-ID",60,20.1,"1.183","1.15",26.3232617283944,75.7939570370366,44.2060429629634
"120","NJ","Newark-Union, NJ-PA Metropolitan Division",1130,13.2,"1.179","1.15",14.2676362902322,1291.22429007962,968.775709920376
"121","MA","Brockton-Bridgewater-Easton, MA NECTA Division",110,6.9,"1.178","1.14",23.1963536596996,135.51598902567,84.4840109743304
"122","AL","Anniston-Oxford, AL",50,13.8,"1.175","1.14",27.3438247019948,63.6719123509974,36.3280876490026
"123","TN","Jackson, TN",70,10.6,"1.174","1.14",25.4901630560547,87.8431141392383,52.1568858607617
"124","MS","Hattiesburg, MS",70,8,"1.173","1.14",25.4901630560547,87.8431141392383,52.1568858607617
"125","NC","Rocky Mount, NC",60,5.4,"1.173","1.14",26.3232617283944,75.7939570370366,44.2060429629634
"126","IN","Lafayette, IN",100,44.5,"1.171","1.14",23.6622187429873,123.662218742987,76.3377812570127
"127","WA","Spokane, WA",230,4.5,"1.17","1.14",19.8878711019153,275.742103534405,184.257896465595
"128","IL","Champaign-Urbana, IL",110,15.6,"1.164","1.13",23.1963536596996,135.51598902567,84.4840109743304
"129","AR","Fort Smith, AR-OK",130,7.4,"1.161","1.13",22.4018300382139,159.122379049678,100.877620950322
"130","TX","Abilene, TX",70,12.4,"1.155","1.12",25.4901630560547,87.8431141392383,52.1568858607617
"131","NH","Manchester, NH",120,7.1,"1.145","1.11",22.7790656147943,147.334878737753,92.6651212622468
"132","NC","Greensboro-High Point, NC",390,4.1,"1.139","1.11",17.8131955620634,459.471462692047,320.528537307953
"133","VA","Charlottesville, VA",110,7.2,"1.139","1.11",23.1963536596996,135.51598902567,84.4840109743304
"134","NY","Binghamton, NY",120,4,"1.138","1.11",22.7790656147943,147.334878737753,92.6651212622468
"135","WI","La Crosse, WI-MN",80,11.5,"1.136","1.1",24.7898427177849,99.831874174228,60.1681258257721
"136","WA","Yakima, WA",90,4.2,"1.132","1.1",24.1881044963757,111.769294046738,68.2307059532618
"137","AR","Little Rock-North Little Rock-Conway, AR",380,9.3,"1.129","1.1",17.9099919066839,448.057969245399,311.942030754601
"138","AL","Montgomery, AL",180,3.9,"1.128","1.1",20.9313885606399,217.676499409152,142.323500590848
"139","IN","Terre Haute, IN",70,9.1,"1.124","1.09",25.4901630560547,87.8431141392383,52.1568858607617
"140","NJ","Ocean City, NJ",40,18.8,"1.124","1.09",28.6468957551171,51.4587583020468,28.5412416979532
"141","VA","Roanoke, VA",170,11.1,"1.118","1.09",21.1824883649268,206.010230220376,133.989769779624
"142","VA","Blacksburg-Christiansburg-Radford, VA",70,9.9,"1.117","1.09",25.4901630560547,87.8431141392383,52.1568858607617
"143","TX","Wichita Falls, TX",60,4.1,"1.116","1.08",26.3232617283944,75.7939570370366,44.2060429629634
"144","MO","Columbia, MO",100,16.8,"1.112","1.08",23.6622187429873,123.662218742987,76.3377812570127
"145","NC","Winston-Salem, NC",230,13.1,"1.111","1.08",19.8878711019153,275.742103534405,184.257896465595
"146","LA","Baton Rouge, LA",410,3.2,"1.105","1.07",17.6283049770343,482.27605040584,337.723949594159
"147","AL","Tuscaloosa, AL",100,20.3,"1.102","1.07",23.6622187429873,123.662218742987,76.3377812570127
"148","ME","Lewiston-Auburn, ME",50,21.3,"1.102","1.07",27.3438247019948,63.6719123509974,36.3280876490026
"149","MA","New Bedford, MA",70,29.9,"1.1","1.07",25.4901630560547,87.8431141392383,52.1568858607617
"150","AZ","Prescott, AZ",60,32.8,"1.096","1.06",26.3232617283944,75.7939570370366,44.2060429629634
"151","IL","Chicago-Joliet-Naperville, IL Metropolitan Division",4050,10.3,"1.094","1.06",10.9318235400576,4492.73885337233,3607.26114662767
"152","WA","Tacoma, WA Metropolitan Division",290,6.6,"1.093","1.06",18.948965772378,344.952000739896,235.047999260104
"153","CO","Boulder, CO",180,4.8,"1.091","1.06",20.9313885606399,217.676499409152,142.323500590848
"154","CA","Yuba City, CA",40,23.8,"1.089","1.06",28.6468957551171,51.4587583020468,28.5412416979532
"155","NJ","Camden, NJ Metropolitan Division",550,10.2,"1.088","1.06",16.5803549007158,641.191951953937,458.808048046063
"156","AR","Fayetteville-Springdale-Rogers, AR-MO",230,3.6,"1.086","1.06",19.8878711019153,275.742103534405,184.257896465595
"157","DE","Wilmington, DE-MD-NJ Metropolitan Division",350,5.6,"1.081","1.05",18.2199304315994,413.769756510598,286.230243489402
"158","CO","Fort Collins-Loveland, CO",150,1,"1.079","1.05",21.7429065393556,182.614359809033,117.385640190967
"159","MI","Monroe, MI",40,13.3,"1.075","1.04",28.6468957551171,51.4587583020468,28.5412416979532
"160","HI","Honolulu, HI",470,3.1,"1.068","1.04",17.1330977767759,550.525559550847,389.474440449153
"161","SC","Florence, SC",90,4.6,"1.068","1.04",24.1881044963757,111.769294046738,68.2307059532618
"162","MO","Cape Girardeau-Jackson, MO-IL",40,14.1,"1.068","1.04",28.6468957551171,51.4587583020468,28.5412416979532
"163","NM","Santa Fe, NM",60,5,"1.067","1.04",26.3232617283944,75.7939570370366,44.2060429629634
"164","FL","West Palm Beach-Boca Raton-Boynton Beach, FL Metropolitan Division",560,4,"1.065","1.03",16.518143114609,652.50160144181,467.49839855819
"165","VA","Winchester, VA-WV",60,45.2,"1.062","1.03",26.3232617283944,75.7939570370366,44.2060429629634
"166","MN","St. Cloud, MN",100,7.7,"1.06","1.03",23.6622187429873,123.662218742987,76.3377812570127
"167","MA","Framingham, MA NECTA Division",170,10.6,"1.056","1.03",21.1824883649268,206.010230220376,133.989769779624
"168","CA","San Francisco-San Mateo-Redwood City, CA Metropolitan Division",1100,5.1,"1.05","1.02",14.3479556635864,1257.82751229945,942.17248770055
"169","PA","Scranton--Wilkes-Barre, PA",260,13.9,"1.05","1.02",19.3856202775016,310.402612721504,209.597387278496
"170","NE","Omaha-Council Bluffs, NE-IA",480,5,"1.049","1.02",17.0580079663181,561.878438238327,398.121561761673
"171","LA","Lake Charles, LA",90,0,"1.045","1.01",24.1881044963757,111.769294046738,68.2307059532618
"172","MA","Peabody, MA NECTA Division",110,14.7,"1.04","1.01",23.1963536596996,135.51598902567,84.4840109743304
"173","SD","Rapid City, SD",60,1.1,"1.039","1.01",26.3232617283944,75.7939570370366,44.2060429629634
"174","NY","New York-White Plains-Wayne, NY-NJ Metropolitan Division",5440,5.9,"1.038","1.01",10.2791687268831,5999.18677874244,4880.81322125756
"175","TX","Amarillo, TX",110,5.6,"1.038","1.01",23.1963536596996,135.51598902567,84.4840109743304
"176","KY","Elizabethtown, KY",50,4.9,"1.037","1.01",27.3438247019948,63.6719123509974,36.3280876490026
"177","WI","Janesville, WI",60,10.1,"1.035","1",26.3232617283944,75.7939570370366,44.2060429629634
"178","NC","Asheville, NC",180,4.8,"1.033","1",20.9313885606399,217.676499409152,142.323500590848
"179","IA","Davenport-Moline-Rock Island, IA-IL",190,15.3,"1.031","1",20.6966085653168,229.323556274102,150.676443725898
"180","IN","Kokomo, IN",40,4.8,"1.031","1",28.6468957551171,51.4587583020468,28.5412416979532
"181","MO","Kansas City, MO-KS",1020,7.9,"1.03","1",14.5757703826065,1168.67285790259,871.327142097414
"182","AL","Gadsden, AL",40,12.4,"1.029","1",28.6468957551171,51.4587583020468,28.5412416979532
"183","PA","Philadelphia, PA Metropolitan Division",1890,7,"1.028","1",12.8158562440449,2132.21968301245,1647.78031698755
"184","OK","Oklahoma City, OK",610,16.1,"1.028","1",16.226032460685,708.978798010178,511.021201989822
"185","TX","Austin-Round Rock-San Marcos, TX",880,5.4,"1.026","1",15.0317080610824,1012.27903093753,747.720969062475
"186","UT","Provo-Orem, UT",190,7.6,"1.025","1",20.6966085653168,229.323556274102,150.676443725898
"187","MO","St. Louis, MO-IL",1320,5.7,"1.024","0.99",13.8124419797216,1502.32423413233,1137.67576586767
"188","IN","Indianapolis-Carmel, IN",930,10.2,"1.024","0.99",14.859396185737,1068.19238452735,791.807615472646
"189","GA","Augusta-Richmond County, GA-SC",210,6.6,"1.015","0.99",20.2689360044171,252.564765609276,167.435234390724
"190","TN","Nashville-Davidson--Murfreesboro--Franklin, TN",800,3.9,"1.014","0.99",15.3335980921867,922.668784737493,677.331215262507
"191","VT","Burlington-South Burlington, VT",120,19,"1.011","0.98",22.7790656147943,147.334878737753,92.6651212622468
"192","SC","Charleston-North Charleston-Summerville, SC",300,3.2,"1.009","0.98",18.8154150434203,356.446245130261,243.553754869739
"193","MT","Missoula, MT",60,6.6,"1.009","0.98",26.3232617283944,75.7939570370366,44.2060429629634
"194","FL","Lakeland-Winter Haven, FL",200,3.4,"1.007","0.98",20.4763087074696,240.952617414939,159.047382585061
"195","WA","Seattle-Bellevue-Everett, WA Metropolitan Division",1460,5.3,"1.005","0.98",13.5249878313919,1657.46482233832,1262.53517766168
"196","GA","Warner Robins, GA",60,10.6,"1.005","0.98",26.3232617283944,75.7939570370366,44.2060429629634
"197","TX","Sherman-Denison, TX",40,11.2,"1.004","0.98",28.6468957551171,51.4587583020468,28.5412416979532
"198","NC","Goldsboro, NC",40,16.8,"1.004","0.97",28.6468957551171,51.4587583020468,28.5412416979532
"199","MA","Lowell-Billerica-Chelmsford, MA-NH NECTA Division",120,10.2,"1.003","0.97",22.7790656147943,147.334878737753,92.6651212622468
"200","MN","Mankato-North Mankato, MN",50,32,"1.002","0.97",27.3438247019948,63.6719123509974,36.3280876490026
"201","NC","Jacksonville, NC",40,3.7,"1.001","0.97",28.6468957551171,51.4587583020468,28.5412416979532
"202","KS","Wichita, KS",280,15.1,"0.998","0.97",19.0882019405806,333.446965433626,226.553034566374
"203","OR","Salem, OR",140,8.8,"0.995","0.97",22.0581363653482,170.881390911488,109.118609088512
"204","MS","Gulfport-Biloxi, MS",100,6.3,"0.995","0.97",23.6622187429873,123.662218742987,76.3377812570127
"205","FL","Pensacola-Ferry Pass-Brent, FL",150,4.6,"0.994","0.97",21.7429065393556,182.614359809033,117.385640190967
"206","IL","Springfield, IL",100,18.5,"0.993","0.96",23.6622187429873,123.662218742987,76.3377812570127
"207","NC","Charlotte-Gastonia-Rock Hill, NC-SC",870,2.2,"0.989","0.96",15.0675919077336,1001.08804959728,738.911950402717
"208","GA","Gainesville, GA",70,6.9,"0.989","0.96",25.4901630560547,87.8431141392383,52.1568858607617
"209","IA","Sioux City, IA-NE-SD",70,18.3,"0.988","0.96",25.4901630560547,87.8431141392383,52.1568858607617
"210","NY","Buffalo-Niagara Falls, NY",530,9.1,"0.987","0.96",16.7089827504669,618.557608577475,441.442391422525
"211","CO","Colorado Springs, CO",240,3.9,"0.987","0.96",19.712064395249,287.308954548598,192.691045451402
"212","AZ","Flagstaff, AZ",60,7.7,"0.984","0.96",26.3232617283944,75.7939570370366,44.2060429629634
"213","CA","Santa Cruz-Watsonville, CA",80,8.3,"0.98","0.95",24.7898427177849,99.831874174228,60.1681258257721
"214","TX","Waco, TX",100,4.6,"0.978","0.95",23.6622187429873,123.662218742987,76.3377812570127
"215","GA","Atlanta-Sandy Springs-Marietta, GA",2250,6.6,"0.975","0.95",12.358052554191,2528.0561824693,1971.9438175307
"216","PA","Reading, PA",160,10.2,"0.972","0.94",21.452108012881,194.32337282061,125.67662717939
"217","OH","Cincinnati-Middletown, OH-KY-IN",970,6,"0.971","0.94",14.7294177065046,1112.87535175309,827.124648246905
"218","NC","Hickory-Lenoir-Morganton, NC",140,6.1,"0.971","0.94",22.0581363653482,170.881390911488,109.118609088512
"219","MT","Billings, MT",80,7.9,"0.97","0.94",24.7898427177849,99.831874174228,60.1681258257721
"220","TX","Fort Worth-Arlington, TX Metropolitan Division",880,13.9,"0.969","0.94",15.0317080610824,1012.27903093753,747.720969062475
"221","AL","Mobile, AL",160,22.8,"0.968","0.94",21.452108012881,194.32337282061,125.67662717939
"222","TX","San Antonio-New Braunfels, TX",860,1.8,"0.967","0.94",15.1039777600471,989.894208736405,730.105791263595
"223","CA","Merced, CA",60,31.1,"0.966","0.94",26.3232617283944,75.7939570370366,44.2060429629634
"224","IN","Gary, IN Metropolitan Division",260,14.6,"0.964","0.94",19.3856202775016,310.402612721504,209.597387278496
"225","ND","Fargo, ND-MN",120,7.3,"0.964","0.94",22.7790656147943,147.334878737753,92.6651212622468
"226","TX","Laredo, TX",90,8.9,"0.962","0.93",24.1881044963757,111.769294046738,68.2307059532618
"227","TN","Memphis, TN-MS-AR",570,3.5,"0.961","0.93",16.4572597513939,663.806380582945,476.193619417055
"228","WA","Kennewick-Pasco-Richland, WA",90,5.5,"0.96","0.93",24.1881044963757,111.769294046738,68.2307059532618
"229","OR","Portland-Vancouver-Hillsboro, OR-WA",980,6.3,"0.957","0.93",14.6979332411408,1124.03974576318,835.96025423682
"230","ID","Idaho Falls, ID",50,29.3,"0.955","0.93",27.3438247019948,63.6719123509974,36.3280876490026
"231","AK","Fairbanks, AK",30,0,"0.955","0.93",30.4188995167355,39.1256698550207,20.8743301449793
"232","MD","Hagerstown-Martinsburg, MD-WV",100,6,"0.954","0.93",23.6622187429873,123.662218742987,76.3377812570127
"233","TX","College Station-Bryan, TX",90,26.5,"0.953","0.93",24.1881044963757,111.769294046738,68.2307059532618
"234","CO","Pueblo, CO",50,1.1,"0.952","0.92",27.3438247019948,63.6719123509974,36.3280876490026
"235","VA","Danville, VA",40,24,"0.951","0.92",28.6468957551171,51.4587583020468,28.5412416979532
"236","IA","Waterloo-Cedar Falls, IA",90,11.9,"0.95","0.92",24.1881044963757,111.769294046738,68.2307059532618
"237","IA","Cedar Rapids, IA",130,15.1,"0.949","0.92",22.4018300382139,159.122379049678,100.877620950322
"238","AR","Pine Bluff, AR",30,3,"0.935","0.91",30.4188995167355,39.1256698550207,20.8743301449793
"239","TN","Johnson City, TN",70,11.3,"0.929","0.9",25.4901630560547,87.8431141392383,52.1568858607617
"240","ID","Boise City-Nampa, ID",250,11.4,"0.927","0.9",19.5448959156758,298.862239789189,201.137760210811
"241","OR","Eugene-Springfield, OR",130,9.2,"0.926","0.9",22.4018300382139,159.122379049678,100.877620950322
"242","TX","Beaumont-Port Arthur, TX",140,8.3,"0.925","0.9",22.0581363653482,170.881390911488,109.118609088512
"243","WY","Cheyenne, WY",40,0,"0.922","0.9",28.6468957551171,51.4587583020468,28.5412416979532
"244","OH","Columbus, OH",860,23.5,"0.917","0.89",15.1039777600471,989.894208736405,730.105791263595
"245","PA","Allentown-Bethlehem-Easton, PA-NJ",310,9.4,"0.916","0.89",18.6871393548438,367.930132000016,252.069867999984
